ID,Genres,Avg_Rating,Num_Ratings
87,Historical,4.35,150166
87,Middle Grade,4.35,150166
90,Horror,4.34,722312
90,Fiction,4.34,722312
90,Fantasy,4.34,722312
90,Science Fiction,4.34,722312
90,Post Apocalyptic,4.34,722312
90,Thriller,4.34,722312
90,Dystopia,4.34,722312
93,Religion,4.38,65695
93,Islam,4.38,65695
93,Nonfiction,4.38,65695
93,Classics,4.38,65695
93,Philosophy,4.38,65695
93,Reference,4.38,65695
93,Spirituality,4.38,65695
95,Classics,4.36,304800
95,Fiction,4.36,304800
95,Russia,4.36,304800
95,Literature,4.36,304800
95,Russian Literature,4.36,304800
95,Philosophy,4.36,304800
95,Novels,4.36,304800
103,Nonfiction,4.45,305679
103,Biography,4.45,305679
103,History,4.45,305679
103,Christian,4.45,305679
103,Memoir,4.45,305679
103,Classics,4.45,305679
103,Holocaust,4.45,305679
107,Childrens,4.33,872324
107,Fiction,4.33,872324
107,Classics,4.33,872324
107,Fantasy,4.33,872324
107,Middle Grade,4.33,872324
107,Young Adult,4.33,872324
107,Humor,4.33,872324
113,Classics,4.4,504205
113,Fiction,4.4,504205
113,Historical Fiction,4.4,504205
113,Literature,4.4,504205
113,Novels,4.4,504205
113,American,4.4,504205
113,Literary Fiction,4.4,504205
116,Nonfiction,4.37,626671
116,Psychology,4.37,626671
116,Philosophy,4.37,626671
116,History,4.37,626671
116,Self Help,4.37,626671
116,Memoir,4.37,626671
116,Biography,4.37,626671
117,Childrens,4.34,329447
117,Picture Books,4.34,329447
117,Fiction,4.34,329447
117,Classics,4.34,329447
117,Poetry,4.34,329447
117,Fantasy,4.34,329447
117,Environment,4.34,329447
118,Young Adult,4.31,3235667
118,Dystopia,4.31,3235667
118,Fiction,4.31,3235667
118,Fantasy,4.31,3235667
118,Science Fiction,4.31,3235667
118,Romance,4.31,3235667
118,Adventure,4.31,3235667
120,History,4.44,24583
120,Nonfiction,4.44,24583
120,Politics,4.44,24583
120,Classics,4.44,24583
120,Philosophy,4.44,24583
120,Reference,4.44,24583
120,American History,4.44,24583
121,Fantasy,4.44,2355688
121,Fiction,4.44,2355688
121,Epic Fantasy,4.44,2355688
121,Adult,4.44,2355688
121,High Fantasy,4.44,2355688
121,Science Fiction Fantasy,4.44,2355688
121,Adventure,4.44,2355688
135,Fantasy,4.56,830217
135,Fiction,4.56,830217
135,Classics,4.56,830217
135,Adventure,4.56,830217
135,High Fantasy,4.56,830217
135,Science Fiction Fantasy,4.56,830217
135,Epic Fantasy,4.56,830217
137,Classics,4.3,189591
137,Fiction,4.3,189591
137,Dystopia,4.3,189591
137,Literature,4.3,189591
137,Science Fiction,4.3,189591
137,Politics,4.3,189591
137,Fantasy,4.3,189591
141,Fantasy,4.47,890506
141,Fiction,4.47,890506
141,Classics,4.47,890506
141,Adventure,4.47,890506
141,High Fantasy,4.47,890506
141,Science Fiction Fantasy,4.47,890506
141,Epic Fantasy,4.47,890506
142,Picture Books,4.37,229611
142,Childrens,4.37,229611
142,Fiction,4.37,229611
142,Classics,4.37,229611
142,Family,4.37,229611
142,Love,4.37,229611
142,Kids,4.37,229611
148,Spanish Literature,4.6,11383
148,Thriller,4.6,11383
148,European Literature,4.6,11383
148,Mystery,4.6,11383
148,Magical Realism,4.6,11383
148,Fiction,4.6,11383
148,Drama,4.6,11383
156,Historical Fiction,4.33,731140
156,Fiction,4.33,731140
156,Historical,4.33,731140
156,Fantasy,4.33,731140
156,Classics,4.33,731140
156,Medieval,4.33,731140
156,Audiobook,4.33,731140
157,Childrens,4.37,393244
157,Picture Books,4.37,393244
157,Christmas,4.37,393244
157,Classics,4.37,393244
157,Fiction,4.37,393244
157,Poetry,4.37,393244
157,Fantasy,4.37,393244
164,Classics,4.5,193917
164,Mystery,4.5,193917
164,Fiction,4.5,193917
164,Crime,4.5,193917
164,Short Stories,4.5,193917
164,Detective,4.5,193917
164,Literature,4.5,193917
171,Nonfiction,4.3,1119680
171,Memoir,4.3,1119680
171,Biography,4.3,1119680
171,Biography Memoir,4.3,1119680
171,Autobiography,4.3,1119680
171,Book Club,4.3,1119680
171,Adult,4.3,1119680
182,Fantasy,4.61,127381
182,Fiction,4.61,127381
182,Classics,4.61,127381
182,Adventure,4.61,127381
182,Science Fiction Fantasy,4.61,127381
182,Epic Fantasy,4.61,127381
182,High Fantasy,4.61,127381
185,Fiction,4.38,397516
185,Classics,4.38,397516
185,Crime,4.38,397516
